MOP_ID,Assembly Model,CBU 1,GBU 1,CBU 2,GBU 2
AM_11_79,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A5,2-linear
AM_11_80,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A18,2-linear
AM_11_81,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A7,2-linear
AM_11_82,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A19,2-linear
AM_11_83,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A6,2-linear
AM_11_84,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A4,2-linear
AM_11_85,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A12a,2-linear
AM_11_86,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A1,2-linear
AM_11_87,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A2,2-linear
AM_11_88,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A3,2-linear
AM_11_89,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A8,2-linear
AM_11_90,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A9,2-linear
AM_11_91,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A10,2-linear
AM_11_92,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A11,2-linear
AM_11_93,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A5,2-linear
AM_11_94,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A18,2-linear
AM_11_95,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A7,2-linear
AM_11_96,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A19,2-linear
AM_11_97,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A6,2-linear
AM_11_98,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C56H76O12S4],4-pyramidal,A4,2-linear
AM_11_99,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A12a,2-linear
AM_11_100,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A1,2-linear
AM_11_101,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A2,2-linear
AM_11_102,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A3,2-linear
AM_11_103,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A8,2-linear
AM_11_104,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A9,2-linear
AM_11_105,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A10,2-linear
AM_11_106,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A11,2-linear
AM_11_107,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A5,2-linear
AM_11_108,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A18,2-linear
AM_11_109,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A7,2-linear
AM_11_110,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A19,2-linear
AM_11_111,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A6,2-linear
AM_11_112,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H8O24S8],4-pyramidal,A4,2-linear
AM_11_113,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A12a,2-linear
AM_11_114,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A1,2-linear
AM_11_115,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A2,2-linear
AM_11_116,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A3,2-linear
AM_11_117,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A8,2-linear
AM_11_118,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A9,2-linear
AM_11_119,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A10,2-linear
AM_11_120,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A11,2-linear
AM_11_121,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A5,2-linear
AM_11_122,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A18,2-linear
AM_11_123,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A7,2-linear
AM_11_124,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A19,2-linear
AM_11_125,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A6,2-linear
AM_11_126,(4-pyramidal)x6(2-linear)x12_Oh,[Fe4C40H44S4O4],4-pyramidal,A4,2-linear
AM_11_127,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A12a,2-linear
AM_11_128,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A1,2-linear
AM_11_129,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A2,2-linear
AM_11_130,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A3,2-linear
AM_11_131,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A8,2-linear
AM_11_132,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A9,2-linear
AM_11_133,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A10,2-linear
AM_11_134,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A11,2-linear
AM_11_135,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A5,2-linear
AM_11_136,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A18,2-linear
AM_11_137,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A7,2-linear
AM_11_138,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A19,2-linear
AM_11_139,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A6,2-linear
AM_11_140,(4-pyramidal)x6(2-linear)x12_Oh,[V4O8],4-pyramidal,A4,2-linear
AM_11_141,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A12a,2-linear
AM_11_142,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A1,2-linear
AM_11_143,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A2,2-linear
AM_11_144,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A3,2-linear
AM_11_145,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A8,2-linear
AM_11_146,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A9,2-linear
AM_11_147,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A10,2-linear
AM_11_148,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A11,2-linear
AM_11_149,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A5,2-linear
AM_11_150,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A18,2-linear
AM_11_151,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A7,2-linear
AM_11_152,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A19,2-linear
AM_11_153,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A6,2-linear
AM_11_154,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C48H28O4S4],4-pyramidal,A4,2-linear
AM_11_155,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A12a,2-linear
AM_11_156,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A1,2-linear
AM_11_157,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A2,2-linear
AM_11_158,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A3,2-linear
AM_11_159,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A8,2-linear
AM_11_160,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A9,2-linear
AM_11_161,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A10,2-linear
AM_11_162,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A11,2-linear
AM_11_163,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A5,2-linear
AM_11_164,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A18,2-linear
AM_11_165,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A7,2-linear
AM_11_166,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A19,2-linear
AM_11_167,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A6,2-linear
AM_11_168,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O12S4],4-pyramidal,A4,2-linear
AM_11_169,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A12a,2-linear
AM_11_170,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A1,2-linear
AM_11_171,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A2,2-linear
AM_11_172,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A3,2-linear
AM_11_173,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A8,2-linear
AM_11_174,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A9,2-linear
AM_11_175,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A10,2-linear
AM_11_176,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A11,2-linear
AM_11_177,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A5,2-linear
AM_11_178,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A18,2-linear
AM_11_179,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A7,2-linear
AM_11_180,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A19,2-linear
AM_11_181,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A6,2-linear
AM_11_182,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C40H44O12S4],4-pyramidal,A4,2-linear
AM_11_183,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A12a,2-linear
AM_11_184,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A1,2-linear
AM_11_185,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A2,2-linear
AM_11_186,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A3,2-linear
AM_11_187,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A8,2-linear
AM_11_188,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A9,2-linear
AM_11_189,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A10,2-linear
AM_11_190,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A11,2-linear
AM_11_191,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A5,2-linear
AM_11_192,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A18,2-linear
AM_11_193,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A7,2-linear
AM_11_194,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A19,2-linear
AM_11_195,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A6,2-linear
AM_11_196,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C24H12O12S4],4-pyramidal,A4,2-linear
AM_11_197,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A12a,2-linear
AM_11_198,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A1,2-linear
AM_11_199,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A2,2-linear
AM_11_200,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A3,2-linear
AM_11_201,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A8,2-linear
AM_11_202,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A9,2-linear
AM_11_203,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A10,2-linear
AM_11_204,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A11,2-linear
AM_11_205,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A5,2-linear
AM_11_206,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A18,2-linear
AM_11_207,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A7,2-linear
AM_11_208,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A19,2-linear
AM_11_209,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A6,2-linear
AM_11_210,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C24H12O12S4],4-pyramidal,A4,2-linear
AM_12_5,(3-pyramidal)x8(2-bent)x12_Th,[PW9O37Ni6NH2C4H3],3-pyramidal,B37,2-bent
AM_12_9,(3-pyramidal)x8(2-bent)x12_Th,[PW9O37Ni6NH2C4H3],3-pyramidal,B15,2-bent
AM_12_15,(3-pyramidal)x8(2-bent)x12_Th,[PW9O37Ni6NH2C4H3],3-pyramidal,B14,2-bent
AM_12_17,(3-pyramidal)x8(2-bent)x12_Th,[PW9O37Ni6NH2C4H3],3-pyramidal,B17,2-bent
AM_12_18,(3-pyramidal)x8(2-bent)x12_Th,[PW9O37Ni6NH2C4H3],3-pyramidal,B16,2-bent
AM_13_1,(3-planar)x8(2-bent)x12_Oh,C1,3-planar,[Cu2(C10H10N2)2],2-bent
AM_13_2,(3-planar)x8(2-bent)x12_Oh,C8,3-planar,[Cu2(C10H10N2)2],2-bent
AM_13_3,(3-planar)x8(2-bent)x12_Oh,C7,3-planar,[Cu2(C10H10N2)2],2-bent
AM_13_5,(3-planar)x8(2-bent)x12_Oh,C9,3-planar,[Cu2(C10H10N2)2],2-bent
AM_13_6,(3-planar)x8(2-bent)x12_Oh,C10,3-planar,[Cu2(C10H10N2)2],2-bent
AM_14_1,(3-pyramidal)x8(2-bent)x12_Cs,[Zr3O(OH)3(C5H5)3],3-pyramidal,B59,2-bent
AM_14_2,(3-pyramidal)x8(2-bent)x12_Cs,[Fe3O(SO4)3(C5H5N)3],3-pyramidal,B59,2-bent
AM_14_3,(3-pyramidal)x8(2-bent)x12_Cs,[V3O2(OH)2(HCO2)3],3-pyramidal,B59,2-bent
AM_14_4,(3-pyramidal)x8(2-bent)x12_Cs,[V6O6(OCH3)9(SO4)],3-pyramidal,B59,2-bent
AM_14_5,(3-pyramidal)x8(2-bent)x12_Cs,[V7O10(OCH3)9],3-pyramidal,B59,2-bent
AM_14_6,(3-pyramidal)x8(2-bent)x12_Cs,[Pd3PO(C3H7N)3],3-pyramidal,B59,2-bent
AM_15_1,(5-pyramidal)x12(3-planar)x20_Ih,[V6O11],5-pyramidal,C1,3-planar
AM_15_2,(5-pyramidal)x12(3-planar)x20_Ih,[V6O11],5-pyramidal,C8,3-planar
AM_15_3,(5-pyramidal)x12(3-planar)x20_Ih,[V6O11],5-pyramidal,C7,3-planar
AM_15_5,(5-pyramidal)x12(3-planar)x20_Ih,[V6O11],5-pyramidal,C9,3-planar
AM_15_6,(5-pyramidal)x12(3-planar)x20_Ih,[V6O11],5-pyramidal,C10,3-planar
AM_15_7,(5-pyramidal)x12(3-planar)x20_Ih,[WV5O11],5-pyramidal,C1,3-planar
AM_15_8,(5-pyramidal)x12(3-planar)x20_Ih,[WV5O11],5-pyramidal,C8,3-planar
AM_15_9,(5-pyramidal)x12(3-planar)x20_Ih,[WV5O11],5-pyramidal,C7,3-planar
AM_15_11,(5-pyramidal)x12(3-planar)x20_Ih,[WV5O11],5-pyramidal,C9,3-planar
AM_15_12,(5-pyramidal)x12(3-planar)x20_Ih,[WV5O11],5-pyramidal,C10,3-planar
AM_16_1,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B40,2-bent
AM_16_2,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B34,2-bent
AM_16_3,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B35,2-bent
AM_16_4,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B36,2-bent
AM_16_5,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B37,2-bent
AM_16_6,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B38,2-bent
AM_16_7,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B39,2-bent
AM_16_8,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B41,2-bent
AM_16_9,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B15,2-bent
AM_16_10,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B25,2-bent
AM_16_11,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B31,2-bent
AM_16_12,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B46,2-bent
AM_16_13,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B48,2-bent
AM_16_14,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B50,2-bent
AM_16_15,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B14,2-bent
AM_16_16,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B20,2-bent
AM_16_17,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B17,2-bent
AM_16_18,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B16,2-bent
AM_16_19,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B24,2-bent
AM_16_20,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B54,2-bent
AM_16_21,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B55,2-bent
AM_16_22,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B23,2-bent
AM_16_23,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B28,2-bent
AM_16_24,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B29,2-bent
AM_16_25,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B32,2-bent
AM_16_26,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B27,2-bent
AM_16_27,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B42,2-bent
AM_16_28,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B43,2-bent
AM_16_29,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B44,2-bent
AM_16_30,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B49,2-bent
AM_16_31,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B51,2-bent
AM_16_32,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B47,2-bent
AM_16_33,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B19,2-bent
AM_16_34,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B21,2-bent
AM_16_35,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B18,2-bent
AM_16_36,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B52,2-bent
AM_16_37,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B53,2-bent
AM_16_38,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B30,2-bent
AM_16_39,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B26,2-bent
AM_16_40,(4-planar)x12(2-bent)x24_Oh,[Rh2],4-planar,B22,2-bent
AM_16_41,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B40,2-bent
AM_16_42,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B34,2-bent
AM_16_43,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B35,2-bent
AM_16_44,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B36,2-bent
AM_16_45,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B37,2-bent
AM_16_46,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B38,2-bent
AM_16_47,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B39,2-bent
AM_16_48,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B41,2-bent
AM_16_49,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B15,2-bent
AM_16_50,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B25,2-bent
AM_16_51,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B31,2-bent
AM_16_52,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B46,2-bent
AM_16_53,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B48,2-bent
AM_16_54,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B50,2-bent
AM_16_55,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B14,2-bent
AM_16_56,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B20,2-bent
AM_16_57,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B17,2-bent
AM_16_58,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B16,2-bent
AM_16_59,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B24,2-bent
AM_16_60,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B54,2-bent
AM_16_61,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B55,2-bent
AM_16_62,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B23,2-bent
AM_16_63,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B28,2-bent
AM_16_64,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B29,2-bent
AM_16_65,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B32,2-bent
AM_16_66,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B27,2-bent
AM_16_67,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B42,2-bent
AM_16_68,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B43,2-bent
AM_16_69,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B44,2-bent
AM_16_70,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B49,2-bent
AM_16_71,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B51,2-bent
AM_16_72,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B47,2-bent
AM_16_73,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B19,2-bent
AM_16_74,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B21,2-bent
AM_16_75,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B18,2-bent
AM_16_76,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B52,2-bent
AM_16_77,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B53,2-bent
AM_16_78,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B30,2-bent
AM_16_79,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B26,2-bent
AM_16_80,(4-planar)x12(2-bent)x24_Oh,[Cr2],4-planar,B22,2-bent
AM_16_81,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B40,2-bent
AM_16_82,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B34,2-bent
AM_16_83,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B35,2-bent
AM_16_84,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B36,2-bent
AM_16_85,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B37,2-bent
AM_16_86,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B38,2-bent
AM_16_87,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B39,2-bent
AM_16_88,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B41,2-bent
AM_16_89,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B15,2-bent
AM_16_90,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B25,2-bent
AM_16_91,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B31,2-bent
AM_16_92,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B46,2-bent
AM_16_93,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B48,2-bent
AM_16_94,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B50,2-bent
AM_16_95,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B14,2-bent
AM_16_96,(4-planar)x12(2-bent)x24_Oh,[Cu2],4-planar,B20,2-bent
