MOP_ID,Assembly Model,CBU 1,GBU 1,CBU 2,GBU 2
AM_6_79,(4-pyramidal)x6(3-planar)x8_Oh,[Zn4C40H44O12S4],4-pyramidal,C1,3-planar
AM_6_80,(4-pyramidal)x6(3-planar)x8_Oh,[Zn4C40H44O12S4],4-pyramidal,C8,3-planar
AM_6_81,(4-pyramidal)x6(3-planar)x8_Oh,[Zn4C40H44O12S4],4-pyramidal,C7,3-planar
AM_6_83,(4-pyramidal)x6(3-planar)x8_Oh,[Zn4C40H44O12S4],4-pyramidal,C9,3-planar
AM_6_84,(4-pyramidal)x6(3-planar)x8_Oh,[Zn4C40H44O12S4],4-pyramidal,C10,3-planar
AM_6_85,(4-pyramidal)x6(3-planar)x8_Oh,[Co4C56H76O12S4],4-pyramidal,C1,3-planar
AM_6_86,(4-pyramidal)x6(3-planar)x8_Oh,[Co4C56H76O12S4],4-pyramidal,C8,3-planar
AM_6_87,(4-pyramidal)x6(3-planar)x8_Oh,[Co4C56H76O12S4],4-pyramidal,C7,3-planar
AM_6_89,(4-pyramidal)x6(3-planar)x8_Oh,[Co4C56H76O12S4],4-pyramidal,C9,3-planar
AM_6_90,(4-pyramidal)x6(3-planar)x8_Oh,[Co4C56H76O12S4],4-pyramidal,C10,3-planar
AM_6_91,(4-pyramidal)x6(3-planar)x8_Oh,[Mg4C56H76O12S4],4-pyramidal,C1,3-planar
AM_6_92,(4-pyramidal)x6(3-planar)x8_Oh,[Mg4C56H76O12S4],4-pyramidal,C8,3-planar
AM_6_93,(4-pyramidal)x6(3-planar)x8_Oh,[Mg4C56H76O12S4],4-pyramidal,C7,3-planar
AM_6_95,(4-pyramidal)x6(3-planar)x8_Oh,[Mg4C56H76O12S4],4-pyramidal,C9,3-planar
AM_6_96,(4-pyramidal)x6(3-planar)x8_Oh,[Mg4C56H76O12S4],4-pyramidal,C10,3-planar
AM_6_97,(4-pyramidal)x6(3-planar)x8_Oh,[Ni4C56H76O12S4],4-pyramidal,C1,3-planar
AM_6_98,(4-pyramidal)x6(3-planar)x8_Oh,[Ni4C56H76O12S4],4-pyramidal,C8,3-planar
AM_6_99,(4-pyramidal)x6(3-planar)x8_Oh,[Ni4C56H76O12S4],4-pyramidal,C7,3-planar
AM_6_101,(4-pyramidal)x6(3-planar)x8_Oh,[Ni4C56H76O12S4],4-pyramidal,C9,3-planar
AM_6_102,(4-pyramidal)x6(3-planar)x8_Oh,[Ni4C56H76O12S4],4-pyramidal,C10,3-planar
AM_7_1,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Ni4C40H44S4O12],4-pyramidal,C2,3-pyramidal
AM_7_4,(4-pyramidal)x6(3-pyramidal)x8_Oh,D13,4-pyramidal,[Ni3],3-pyramidal
AM_7_5,(4-pyramidal)x6(3-pyramidal)x8_Oh,D12,4-pyramidal,[Ni3],3-pyramidal
AM_7_6,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Co4C24H12O12S4],4-pyramidal,C2,3-pyramidal
AM_7_9,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Co4C40H44O12S4],4-pyramidal,C2,3-pyramidal
AM_7_12,(4-pyramidal)x6(3-pyramidal)x8_Oh,D14,4-pyramidal,[Ni3],3-pyramidal
AM_7_13,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Co4C24H8O24S8],4-pyramidal,C2,3-pyramidal
AM_7_16,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Fe4C40H44S4O4],4-pyramidal,C2,3-pyramidal
AM_7_19,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Co4C40H44O4S4],4-pyramidal,C2,3-pyramidal
AM_7_22,(4-pyramidal)x6(3-pyramidal)x8_Oh,[V4O8],4-pyramidal,C2,3-pyramidal
AM_7_25,(4-pyramidal)x6(3-pyramidal)x8_Oh,[V5O9],4-pyramidal,C2,3-pyramidal
AM_7_28,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Co4C48H28O4S4],4-pyramidal,C2,3-pyramidal
AM_7_31,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Mg4C40H44O12S4],4-pyramidal,C2,3-pyramidal
AM_7_34,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Ni4C24H12O12S4],4-pyramidal,C2,3-pyramidal
AM_7_37,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Zn4C40H44O12S4],4-pyramidal,C2,3-pyramidal
AM_7_40,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Co4C56H76O12S4],4-pyramidal,C2,3-pyramidal
AM_7_43,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Mg4C56H76O12S4],4-pyramidal,C2,3-pyramidal
AM_7_46,(4-pyramidal)x6(3-pyramidal)x8_Oh,[Ni4C56H76O12S4],4-pyramidal,C2,3-pyramidal
AM_8_1,(4-planar)x6(3-pyramidal)x8_Oh,[Rh2],4-planar,C16,3-pyramidal
AM_8_2,(4-planar)x6(3-pyramidal)x8_Oh,[Rh2],4-planar,C12,3-pyramidal
AM_8_3,(4-planar)x6(3-pyramidal)x8_Oh,[Rh2],4-planar,C13,3-pyramidal
AM_8_4,(4-planar)x6(3-pyramidal)x8_Oh,[Rh2],4-planar,C14,3-pyramidal
AM_8_5,(4-planar)x6(3-pyramidal)x8_Oh,[Cr2],4-planar,C16,3-pyramidal
AM_8_6,(4-planar)x6(3-pyramidal)x8_Oh,[Cr2],4-planar,C12,3-pyramidal
AM_8_7,(4-planar)x6(3-pyramidal)x8_Oh,[Cr2],4-planar,C13,3-pyramidal
AM_8_9,(4-planar)x6(3-pyramidal)x8_Oh,[Cu2],4-planar,C16,3-pyramidal
AM_8_10,(4-planar)x6(3-pyramidal)x8_Oh,[Cu2],4-planar,C12,3-pyramidal
AM_8_11,(4-planar)x6(3-pyramidal)x8_Oh,[Cu2],4-planar,C13,3-pyramidal
AM_8_13,(4-planar)x6(3-pyramidal)x8_Oh,[Mo2],4-planar,C16,3-pyramidal
AM_8_14,(4-planar)x6(3-pyramidal)x8_Oh,[Mo2],4-planar,C12,3-pyramidal
AM_8_15,(4-planar)x6(3-pyramidal)x8_Oh,[Mo2],4-planar,C13,3-pyramidal
AM_8_17,(4-planar)x6(3-pyramidal)x8_Oh,[Ru2],4-planar,C16,3-pyramidal
AM_8_18,(4-planar)x6(3-pyramidal)x8_Oh,[Ru2],4-planar,C12,3-pyramidal
AM_8_19,(4-planar)x6(3-pyramidal)x8_Oh,[Ru2],4-planar,C13,3-pyramidal
AM_8_21,(4-planar)x6(3-pyramidal)x8_Oh,[Fe2],4-planar,C16,3-pyramidal
AM_8_22,(4-planar)x6(3-pyramidal)x8_Oh,[Fe2],4-planar,C12,3-pyramidal
AM_8_23,(4-planar)x6(3-pyramidal)x8_Oh,[Fe2],4-planar,C13,3-pyramidal
AM_8_24,(4-planar)x6(3-pyramidal)x8_Oh,[Fe2],4-planar,C14,3-pyramidal
AM_8_25,(4-planar)x6(3-pyramidal)x8_Oh,[Co2],4-planar,C16,3-pyramidal
AM_8_26,(4-planar)x6(3-pyramidal)x8_Oh,[Co2],4-planar,C12,3-pyramidal
AM_8_27,(4-planar)x6(3-pyramidal)x8_Oh,[Co2],4-planar,C13,3-pyramidal
AM_8_28,(4-planar)x6(3-pyramidal)x8_Oh,[Co2],4-planar,C14,3-pyramidal
AM_8_29,(4-planar)x6(3-pyramidal)x8_Oh,[CuPd],4-planar,C16,3-pyramidal
AM_8_30,(4-planar)x6(3-pyramidal)x8_Oh,[CuPd],4-planar,C12,3-pyramidal
AM_8_31,(4-planar)x6(3-pyramidal)x8_Oh,[CuPd],4-planar,C13,3-pyramidal
AM_8_33,(4-planar)x6(3-pyramidal)x8_Oh,[CuNi],4-planar,C16,3-pyramidal
AM_8_34,(4-planar)x6(3-pyramidal)x8_Oh,[CuNi],4-planar,C12,3-pyramidal
AM_8_35,(4-planar)x6(3-pyramidal)x8_Oh,[CuNi],4-planar,C13,3-pyramidal
AM_8_37,(4-planar)x6(3-pyramidal)x8_Oh,[Ni2],4-planar,C16,3-pyramidal
AM_8_38,(4-planar)x6(3-pyramidal)x8_Oh,[Ni2],4-planar,C12,3-pyramidal
AM_8_39,(4-planar)x6(3-pyramidal)x8_Oh,[Ni2],4-planar,C13,3-pyramidal
AM_8_40,(4-planar)x6(3-pyramidal)x8_Oh,[Ni2],4-planar,C14,3-pyramidal
AM_9_1,(4-planar)x6(2-bent)x12_Oh,[Rh2],4-planar,B8,2-bent
AM_9_2,(4-planar)x6(2-bent)x12_Oh,[Rh2],4-planar,B4,2-bent
AM_9_3,(4-planar)x6(2-bent)x12_Oh,[Rh2],4-planar,B5,2-bent
AM_9_4,(4-planar)x6(2-bent)x12_Oh,[Rh2],4-planar,B6,2-bent
AM_9_5,(4-planar)x6(2-bent)x12_Oh,[Rh2],4-planar,B7,2-bent
AM_9_6,(4-planar)x6(2-bent)x12_Oh,[Rh2],4-planar,B10,2-bent
AM_9_7,(4-planar)x6(2-bent)x12_Oh,[Rh2],4-planar,B11,2-bent
AM_9_8,(4-planar)x6(2-bent)x12_Oh,[Rh2],4-planar,B12,2-bent
AM_9_9,(4-planar)x6(2-bent)x12_Oh,[Rh2],4-planar,B9,2-bent
AM_9_10,(4-planar)x6(2-bent)x12_Oh,[Cr2],4-planar,B8,2-bent
AM_9_11,(4-planar)x6(2-bent)x12_Oh,[Cr2],4-planar,B4,2-bent
AM_9_12,(4-planar)x6(2-bent)x12_Oh,[Cr2],4-planar,B5,2-bent
AM_9_13,(4-planar)x6(2-bent)x12_Oh,[Cr2],4-planar,B6,2-bent
AM_9_14,(4-planar)x6(2-bent)x12_Oh,[Cr2],4-planar,B7,2-bent
AM_9_15,(4-planar)x6(2-bent)x12_Oh,[Cr2],4-planar,B10,2-bent
AM_9_16,(4-planar)x6(2-bent)x12_Oh,[Cr2],4-planar,B11,2-bent
AM_9_17,(4-planar)x6(2-bent)x12_Oh,[Cr2],4-planar,B12,2-bent
AM_9_18,(4-planar)x6(2-bent)x12_Oh,[Cr2],4-planar,B9,2-bent
AM_9_19,(4-planar)x6(2-bent)x12_Oh,[Cu2],4-planar,B8,2-bent
AM_9_20,(4-planar)x6(2-bent)x12_Oh,[Cu2],4-planar,B4,2-bent
AM_9_21,(4-planar)x6(2-bent)x12_Oh,[Cu2],4-planar,B5,2-bent
AM_9_22,(4-planar)x6(2-bent)x12_Oh,[Cu2],4-planar,B6,2-bent
AM_9_23,(4-planar)x6(2-bent)x12_Oh,[Cu2],4-planar,B7,2-bent
AM_9_24,(4-planar)x6(2-bent)x12_Oh,[Cu2],4-planar,B10,2-bent
AM_9_25,(4-planar)x6(2-bent)x12_Oh,[Cu2],4-planar,B11,2-bent
AM_9_26,(4-planar)x6(2-bent)x12_Oh,[Cu2],4-planar,B12,2-bent
AM_9_27,(4-planar)x6(2-bent)x12_Oh,[Cu2],4-planar,B9,2-bent
AM_9_28,(4-planar)x6(2-bent)x12_Oh,[Mo2],4-planar,B8,2-bent
AM_9_29,(4-planar)x6(2-bent)x12_Oh,[Mo2],4-planar,B4,2-bent
AM_9_30,(4-planar)x6(2-bent)x12_Oh,[Mo2],4-planar,B5,2-bent
AM_9_31,(4-planar)x6(2-bent)x12_Oh,[Mo2],4-planar,B6,2-bent
AM_9_32,(4-planar)x6(2-bent)x12_Oh,[Mo2],4-planar,B7,2-bent
AM_9_33,(4-planar)x6(2-bent)x12_Oh,[Mo2],4-planar,B10,2-bent
AM_9_34,(4-planar)x6(2-bent)x12_Oh,[Mo2],4-planar,B11,2-bent
AM_9_35,(4-planar)x6(2-bent)x12_Oh,[Mo2],4-planar,B12,2-bent
AM_9_36,(4-planar)x6(2-bent)x12_Oh,[Mo2],4-planar,B9,2-bent
AM_9_37,(4-planar)x6(2-bent)x12_Oh,[Ru2],4-planar,B8,2-bent
AM_9_38,(4-planar)x6(2-bent)x12_Oh,[Ru2],4-planar,B4,2-bent
AM_9_39,(4-planar)x6(2-bent)x12_Oh,[Ru2],4-planar,B5,2-bent
AM_9_40,(4-planar)x6(2-bent)x12_Oh,[Ru2],4-planar,B6,2-bent
AM_9_41,(4-planar)x6(2-bent)x12_Oh,[Ru2],4-planar,B7,2-bent
AM_9_42,(4-planar)x6(2-bent)x12_Oh,[Ru2],4-planar,B10,2-bent
AM_9_43,(4-planar)x6(2-bent)x12_Oh,[Ru2],4-planar,B11,2-bent
AM_9_44,(4-planar)x6(2-bent)x12_Oh,[Ru2],4-planar,B12,2-bent
AM_9_45,(4-planar)x6(2-bent)x12_Oh,[Ru2],4-planar,B9,2-bent
AM_9_46,(4-planar)x6(2-bent)x12_Oh,[Fe2],4-planar,B8,2-bent
AM_9_47,(4-planar)x6(2-bent)x12_Oh,[Fe2],4-planar,B4,2-bent
AM_9_48,(4-planar)x6(2-bent)x12_Oh,[Fe2],4-planar,B5,2-bent
AM_9_49,(4-planar)x6(2-bent)x12_Oh,[Fe2],4-planar,B6,2-bent
AM_9_50,(4-planar)x6(2-bent)x12_Oh,[Fe2],4-planar,B7,2-bent
AM_9_51,(4-planar)x6(2-bent)x12_Oh,[Fe2],4-planar,B10,2-bent
AM_9_52,(4-planar)x6(2-bent)x12_Oh,[Fe2],4-planar,B11,2-bent
AM_9_53,(4-planar)x6(2-bent)x12_Oh,[Fe2],4-planar,B12,2-bent
AM_9_54,(4-planar)x6(2-bent)x12_Oh,[Fe2],4-planar,B9,2-bent
AM_9_55,(4-planar)x6(2-bent)x12_Oh,[Co2],4-planar,B8,2-bent
AM_9_56,(4-planar)x6(2-bent)x12_Oh,[Co2],4-planar,B4,2-bent
AM_9_57,(4-planar)x6(2-bent)x12_Oh,[Co2],4-planar,B5,2-bent
AM_9_58,(4-planar)x6(2-bent)x12_Oh,[Co2],4-planar,B6,2-bent
AM_9_59,(4-planar)x6(2-bent)x12_Oh,[Co2],4-planar,B7,2-bent
AM_9_60,(4-planar)x6(2-bent)x12_Oh,[Co2],4-planar,B10,2-bent
AM_9_61,(4-planar)x6(2-bent)x12_Oh,[Co2],4-planar,B11,2-bent
AM_9_62,(4-planar)x6(2-bent)x12_Oh,[Co2],4-planar,B12,2-bent
AM_9_63,(4-planar)x6(2-bent)x12_Oh,[Co2],4-planar,B9,2-bent
AM_9_64,(4-planar)x6(2-bent)x12_Oh,[CuPd],4-planar,B8,2-bent
AM_9_65,(4-planar)x6(2-bent)x12_Oh,[CuPd],4-planar,B4,2-bent
AM_9_66,(4-planar)x6(2-bent)x12_Oh,[CuPd],4-planar,B5,2-bent
AM_9_67,(4-planar)x6(2-bent)x12_Oh,[CuPd],4-planar,B6,2-bent
AM_9_68,(4-planar)x6(2-bent)x12_Oh,[CuPd],4-planar,B7,2-bent
AM_9_69,(4-planar)x6(2-bent)x12_Oh,[CuPd],4-planar,B10,2-bent
AM_9_70,(4-planar)x6(2-bent)x12_Oh,[CuPd],4-planar,B11,2-bent
AM_9_71,(4-planar)x6(2-bent)x12_Oh,[CuPd],4-planar,B12,2-bent
AM_9_72,(4-planar)x6(2-bent)x12_Oh,[CuPd],4-planar,B9,2-bent
AM_9_73,(4-planar)x6(2-bent)x12_Oh,[CuNi],4-planar,B8,2-bent
AM_9_74,(4-planar)x6(2-bent)x12_Oh,[CuNi],4-planar,B4,2-bent
AM_9_75,(4-planar)x6(2-bent)x12_Oh,[CuNi],4-planar,B5,2-bent
AM_9_76,(4-planar)x6(2-bent)x12_Oh,[CuNi],4-planar,B6,2-bent
AM_9_77,(4-planar)x6(2-bent)x12_Oh,[CuNi],4-planar,B7,2-bent
AM_9_78,(4-planar)x6(2-bent)x12_Oh,[CuNi],4-planar,B10,2-bent
AM_9_79,(4-planar)x6(2-bent)x12_Oh,[CuNi],4-planar,B11,2-bent
AM_9_80,(4-planar)x6(2-bent)x12_Oh,[CuNi],4-planar,B12,2-bent
AM_9_81,(4-planar)x6(2-bent)x12_Oh,[CuNi],4-planar,B9,2-bent
AM_9_82,(4-planar)x6(2-bent)x12_Oh,[Ni2],4-planar,B8,2-bent
AM_9_83,(4-planar)x6(2-bent)x12_Oh,[Ni2],4-planar,B4,2-bent
AM_9_84,(4-planar)x6(2-bent)x12_Oh,[Ni2],4-planar,B5,2-bent
AM_9_85,(4-planar)x6(2-bent)x12_Oh,[Ni2],4-planar,B6,2-bent
AM_9_86,(4-planar)x6(2-bent)x12_Oh,[Ni2],4-planar,B7,2-bent
AM_9_87,(4-planar)x6(2-bent)x12_Oh,[Ni2],4-planar,B10,2-bent
AM_9_88,(4-planar)x6(2-bent)x12_Oh,[Ni2],4-planar,B11,2-bent
AM_9_89,(4-planar)x6(2-bent)x12_Oh,[Ni2],4-planar,B12,2-bent
AM_9_90,(4-planar)x6(2-bent)x12_Oh,[Ni2],4-planar,B9,2-bent
AM_10_1,(4-pyramidal)x6(2-bent)x12_D3h,[Ni4C40H44S4O12],4-pyramidal,B1,2-bent
AM_10_2,(4-pyramidal)x6(2-bent)x12_D3h,[Co4C24H8O24S8],4-pyramidal,B1,2-bent
AM_10_3,(4-pyramidal)x6(2-bent)x12_D3h,[Fe4C40H44S4O4],4-pyramidal,B1,2-bent
AM_10_4,(4-pyramidal)x6(2-bent)x12_D3h,[Co4C40H44O4S4],4-pyramidal,B1,2-bent
AM_10_5,(4-pyramidal)x6(2-bent)x12_D3h,[V4O8],4-pyramidal,B1,2-bent
AM_10_6,(4-pyramidal)x6(2-bent)x12_D3h,[V5O9],4-pyramidal,B1,2-bent
AM_10_7,(4-pyramidal)x6(2-bent)x12_D3h,[Co4C48H28O4S4],4-pyramidal,B1,2-bent
AM_10_8,(4-pyramidal)x6(2-bent)x12_D3h,[Co4C40H44O12S4],4-pyramidal,B1,2-bent
AM_10_9,(4-pyramidal)x6(2-bent)x12_D3h,[Mg4C40H44O12S4],4-pyramidal,B1,2-bent
AM_10_10,(4-pyramidal)x6(2-bent)x12_D3h,[Ni4C24H12O12S4],4-pyramidal,B1,2-bent
AM_10_11,(4-pyramidal)x6(2-bent)x12_D3h,[Co4C24H12O12S4],4-pyramidal,B1,2-bent
AM_10_12,(4-pyramidal)x6(2-bent)x12_D3h,[Zn4C40H44O12S4],4-pyramidal,B1,2-bent
AM_10_13,(4-pyramidal)x6(2-bent)x12_D3h,[Co4C56H76O12S4],4-pyramidal,B1,2-bent
AM_10_14,(4-pyramidal)x6(2-bent)x12_D3h,[Mg4C56H76O12S4],4-pyramidal,B1,2-bent
AM_10_15,(4-pyramidal)x6(2-bent)x12_D3h,[Ni4C56H76O12S4],4-pyramidal,B1,2-bent
AM_11_1,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A12a,2-linear
AM_11_2,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A1,2-linear
AM_11_3,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A2,2-linear
AM_11_4,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A3,2-linear
AM_11_5,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A8,2-linear
AM_11_6,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A9,2-linear
AM_11_7,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A10,2-linear
AM_11_8,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A11,2-linear
AM_11_9,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A5,2-linear
AM_11_10,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A18,2-linear
AM_11_11,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A7,2-linear
AM_11_12,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A19,2-linear
AM_11_13,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A6,2-linear
AM_11_14,(4-pyramidal)x6(2-linear)x12_Oh,[Ni4C40H44S4O12],4-pyramidal,A4,2-linear
AM_11_15,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A12a,2-linear
AM_11_16,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A1,2-linear
AM_11_17,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A2,2-linear
AM_11_18,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A3,2-linear
AM_11_19,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A8,2-linear
AM_11_20,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A9,2-linear
AM_11_21,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A10,2-linear
AM_11_22,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A11,2-linear
AM_11_23,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A5,2-linear
AM_11_24,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A18,2-linear
AM_11_25,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A7,2-linear
AM_11_26,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A19,2-linear
AM_11_27,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A6,2-linear
AM_11_28,(4-pyramidal)x6(2-linear)x12_Oh,[Zn4C40H44O12S4],4-pyramidal,A4,2-linear
AM_11_29,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A12a,2-linear
AM_11_30,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A1,2-linear
AM_11_31,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A2,2-linear
AM_11_32,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A3,2-linear
AM_11_33,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A8,2-linear
AM_11_34,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A9,2-linear
AM_11_35,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A10,2-linear
AM_11_36,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A11,2-linear
AM_11_37,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A5,2-linear
AM_11_38,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A18,2-linear
AM_11_39,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A7,2-linear
AM_11_40,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A19,2-linear
AM_11_41,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A6,2-linear
AM_11_42,(4-pyramidal)x6(2-linear)x12_Oh,[V5O9],4-pyramidal,A4,2-linear
AM_11_43,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A12a,2-linear
AM_11_44,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A1,2-linear
AM_11_45,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A2,2-linear
AM_11_46,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A3,2-linear
AM_11_47,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A8,2-linear
AM_11_48,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A9,2-linear
AM_11_49,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A10,2-linear
AM_11_50,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A11,2-linear
AM_11_51,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A5,2-linear
AM_11_52,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A18,2-linear
AM_11_53,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A7,2-linear
AM_11_54,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A19,2-linear
AM_11_55,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A6,2-linear
AM_11_56,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C56H76O12S4],4-pyramidal,A4,2-linear
AM_11_57,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A12a,2-linear
AM_11_58,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A1,2-linear
AM_11_59,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A2,2-linear
AM_11_60,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A3,2-linear
AM_11_61,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A8,2-linear
AM_11_62,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A9,2-linear
AM_11_63,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A10,2-linear
AM_11_64,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A11,2-linear
AM_11_65,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A5,2-linear
AM_11_66,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A18,2-linear
AM_11_67,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A7,2-linear
AM_11_68,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A19,2-linear
AM_11_69,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A6,2-linear
AM_11_70,(4-pyramidal)x6(2-linear)x12_Oh,[Mg4C56H76O12S4],4-pyramidal,A4,2-linear
AM_11_71,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A12a,2-linear
AM_11_72,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A1,2-linear
AM_11_73,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A2,2-linear
AM_11_74,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A3,2-linear
AM_11_75,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A8,2-linear
AM_11_76,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A9,2-linear
AM_11_77,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A10,2-linear
AM_11_78,(4-pyramidal)x6(2-linear)x12_Oh,[Co4C40H44O4S4],4-pyramidal,A11,2-linear
